,Host City,Host Country,Year,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal Type,Country
2573,Stockholm,Sweden,1912,Sailing,Sailing,"LARSEN, Alfred",NOR,Men,12m,X,Gold,Norway
2574,Stockholm,Sweden,1912,Sailing,Sailing,"LARSEN, Petter Andreas",NOR,Men,12m,X,Gold,Norway
2575,Stockholm,Sweden,1912,Sailing,Sailing,"STAIB, Christian Frederik",NOR,Men,12m,X,Gold,Norway
2576,Stockholm,Sweden,1912,Sailing,Sailing,"THAULOW, Carl Gustav",NOR,Men,12m,X,Gold,Norway
2577,Stockholm,Sweden,1912,Sailing,Sailing,"BERGMAN, Per",SWE,Men,12m,X,Silver,Sweden
2578,Stockholm,Sweden,1912,Sailing,Sailing,"BERGSTRÖM, Dick",SWE,Men,12m,X,Silver,Sweden
2579,Stockholm,Sweden,1912,Sailing,Sailing,"BERGSTRÖM, Kurt",SWE,Men,12m,X,Silver,Sweden
2580,Stockholm,Sweden,1912,Sailing,Sailing,"CLASON, Hugo",SWE,Men,12m,X,Silver,Sweden
2581,Stockholm,Sweden,1912,Sailing,Sailing,"JOHNSON, Folke",SWE,Men,12m,X,Silver,Sweden
2582,Stockholm,Sweden,1912,Sailing,Sailing,"KANDER, Sigurd",SWE,Men,12m,X,Silver,Sweden
2583,Stockholm,Sweden,1912,Sailing,Sailing,"LAMBY, Nils",SWE,Men,12m,X,Silver,Sweden
2584,Stockholm,Sweden,1912,Sailing,Sailing,"LINDQVIST, Erik",SWE,Men,12m,X,Silver,Sweden
2585,Stockholm,Sweden,1912,Sailing,Sailing,"PERSSON, Nils",SWE,Men,12m,X,Silver,Sweden
2586,Stockholm,Sweden,1912,Sailing,Sailing,"SÄLLSTRÖM, Richard",SWE,Men,12m,X,Silver,Sweden
2587,Stockholm,Sweden,1912,Sailing,Sailing,"AUST, Otto",SWE,Men,6m,X,Bronze,Sweden
2588,Stockholm,Sweden,1912,Sailing,Sailing,"SANDBERG, Erik",SWE,Men,6m,X,Bronze,Sweden
2589,Stockholm,Sweden,1912,Sailing,Sailing,"SANDBERG, Harald",SWE,Men,6m,X,Bronze,Sweden
2590,Stockholm,Sweden,1912,Sailing,Sailing,"THUBE, Amédé",FRA,Men,6m,X,Gold,France
2591,Stockholm,Sweden,1912,Sailing,Sailing,"THUBE, Gaston",FRA,Men,6m,X,Gold,France
2592,Stockholm,Sweden,1912,Sailing,Sailing,"THUBE, Jacques",FRA,Men,6m,X,Gold,France
2593,Stockholm,Sweden,1912,Sailing,Sailing,"HERSCHEND, Steen",DEN,Men,6m,X,Silver,Denmark
2594,Stockholm,Sweden,1912,Sailing,Sailing,"MEULENGRACHT-MADSEN, Hans",DEN,Men,6m,X,Silver,Denmark
2595,Stockholm,Sweden,1912,Sailing,Sailing,"THOMSEN, Sven Bernth",DEN,Men,6m,X,Silver,Denmark
2596,Stockholm,Sweden,1912,Sailing,Sailing,"AHNGER, Arthur",FIN,Men,8m,X,Bronze,Finland
2597,Stockholm,Sweden,1912,Sailing,Sailing,"LINDH, Emil",FIN,Men,8m,X,Bronze,Finland
2598,Stockholm,Sweden,1912,Sailing,Sailing,"TALLBERG, Bertil",FIN,Men,8m,X,Bronze,Finland
2599,Stockholm,Sweden,1912,Sailing,Sailing,"TALLBERG, Gunnar",FIN,Men,8m,X,Bronze,Finland
2600,Stockholm,Sweden,1912,Sailing,Sailing,"WESTLING, Georg",FIN,Men,8m,X,Bronze,Finland
2601,Stockholm,Sweden,1912,Sailing,Sailing,"AAS, Thomas Valentin",NOR,Men,8m,X,Gold,Norway
2602,Stockholm,Sweden,1912,Sailing,Sailing,"BRECKE, Andreas Bang",NOR,Men,8m,X,Gold,Norway
2603,Stockholm,Sweden,1912,Sailing,Sailing,"CORNELIUS, Torleiv Schibsted",NOR,Men,8m,X,Gold,Norway
2604,Stockholm,Sweden,1912,Sailing,Sailing,"GLAD, Thoralf",NOR,Men,8m,X,Gold,Norway
2605,Stockholm,Sweden,1912,Sailing,Sailing,"JEBE, Christian Fredrik",NOR,Men,8m,X,Gold,Norway
2606,Stockholm,Sweden,1912,Sailing,Sailing,"HENRIQUES, Emil",SWE,Men,8m,X,Silver,Sweden
2607,Stockholm,Sweden,1912,Sailing,Sailing,"HEYMAN, Bengt",SWE,Men,8m,X,Silver,Sweden
2608,Stockholm,Sweden,1912,Sailing,Sailing,"THIEL, Alvar",SWE,Men,8m,X,Silver,Sweden
2609,Stockholm,Sweden,1912,Sailing,Sailing,"WESTERMARK, Herbert",SWE,Men,8m,X,Silver,Sweden
2610,Stockholm,Sweden,1912,Sailing,Sailing,"WESTERMARK, Nils",SWE,Men,8m,X,Silver,Sweden
2611,Stockholm,Sweden,1912,Shooting,Shooting,"SWAHN, Oscar",SWE,Men,"100m running deer, double shots",M,Bronze,Sweden
2612,Stockholm,Sweden,1912,Shooting,Shooting,"LUNDEBERG, Ake",SWE,Men,"100m running deer, double shots",M,Gold,Sweden
2613,Stockholm,Sweden,1912,Shooting,Shooting,"BENEDICKS, Edward",SWE,Men,"100m running deer, double shots",M,Silver,Sweden
2614,Stockholm,Sweden,1912,Shooting,Shooting,"TOIVONEN, Nestori",FIN,Men,"100m running deer, single shots",M,Bronze,Finland
2615,Stockholm,Sweden,1912,Shooting,Shooting,"SWAHN, Alfred",SWE,Men,"100m running deer, single shots",M,Gold,Sweden
2616,Stockholm,Sweden,1912,Shooting,Shooting,"LUNDEBERG, Ake",SWE,Men,"100m running deer, single shots",M,Silver,Sweden
2617,Stockholm,Sweden,1912,Shooting,Shooting,"LONDEN, Axel Fredrik",FIN,Men,"100m running deer, single shots, team",M,Bronze,Finland
2618,Stockholm,Sweden,1912,Shooting,Shooting,"ROSENQUIST, Ernst Edvard",FIN,Men,"100m running deer, single shots, team",M,Bronze,Finland
2619,Stockholm,Sweden,1912,Shooting,Shooting,"TOIVONEN, Nestori",FIN,Men,"100m running deer, single shots, team",M,Bronze,Finland
2620,Stockholm,Sweden,1912,Shooting,Shooting,"WÄÄNÄNEN, Tivo",FIN,Men,"100m running deer, single shots, team",M,Bronze,Finland
2621,Stockholm,Sweden,1912,Shooting,Shooting,"ARVIDSSON, Per Olof",SWE,Men,"100m running deer, single shots, team",M,Gold,Sweden
2622,Stockholm,Sweden,1912,Shooting,Shooting,"LUNDEBERG, Ake",SWE,Men,"100m running deer, single shots, team",M,Gold,Sweden
2623,Stockholm,Sweden,1912,Shooting,Shooting,"SWAHN, Alfred",SWE,Men,"100m running deer, single shots, team",M,Gold,Sweden
2624,Stockholm,Sweden,1912,Shooting,Shooting,"SWAHN, Oscar",SWE,Men,"100m running deer, single shots, team",M,Gold,Sweden
2625,Stockholm,Sweden,1912,Shooting,Shooting,"LEUSHNER, William F.",USA,Men,"100m running deer, single shots, team",M,Silver,United States
2626,Stockholm,Sweden,1912,Shooting,Shooting,"LIBBEY, William",USA,Men,"100m running deer, single shots, team",M,Silver,United States
2627,Stockholm,Sweden,1912,Shooting,Shooting,"MCDONNELL, William Neil",USA,Men,"100m running deer, single shots, team",M,Silver,United States
2628,Stockholm,Sweden,1912,Shooting,Shooting,"WINANS, Walter",USA,Men,"100m running deer, single shots, team",M,Silver,United States
2629,Stockholm,Sweden,1912,Shooting,Shooting,"VON HOLST, Johan Hübner",SWE,Men,25m rapid fire pistol (60 shots),M,Bronze,Sweden
2630,Stockholm,Sweden,1912,Shooting,Shooting,"LANE, Alfred P.",USA,Men,25m rapid fire pistol (60 shots),M,Gold,United States
2631,Stockholm,Sweden,1912,Shooting,Shooting,"PALEN, Paul",SWE,Men,25m rapid fire pistol (60 shots),M,Silver,Sweden
2632,Stockholm,Sweden,1912,Shooting,Shooting,"HIRD, Frederick S.",USA,Men,"25m small bore rifle, team",M,Bronze,United States
2633,Stockholm,Sweden,1912,Shooting,Shooting,"LEUSHNER, William F.",USA,Men,"25m small bore rifle, team",M,Bronze,United States
2634,Stockholm,Sweden,1912,Shooting,Shooting,"MCDONNELL, William Neil",USA,Men,"25m small bore rifle, team",M,Bronze,United States
2635,Stockholm,Sweden,1912,Shooting,Shooting,"SPROUT, Warren A.",USA,Men,"25m small bore rifle, team",M,Bronze,United States
2636,Stockholm,Sweden,1912,Shooting,Shooting,"BOIVIE, Gustav",SWE,Men,"25m small bore rifle, team",M,Gold,Sweden
2637,Stockholm,Sweden,1912,Shooting,Shooting,"CARLBERG, Eric",SWE,Men,"25m small bore rifle, team",M,Gold,Sweden
2638,Stockholm,Sweden,1912,Shooting,Shooting,"CARLBERG, G. Vilhelm",SWE,Men,"25m small bore rifle, team",M,Gold,Sweden
2639,Stockholm,Sweden,1912,Shooting,Shooting,"VON HOLST, Johan Hübner",SWE,Men,"25m small bore rifle, team",M,Gold,Sweden
2640,Stockholm,Sweden,1912,Shooting,Shooting,"MILNE, William",GBR,Men,"25m small bore rifle, team",M,Silver,United Kingdom
2641,Stockholm,Sweden,1912,Shooting,Shooting,"PEPE, Joseph",GBR,Men,"25m small bore rifle, team",M,Silver,United Kingdom
2642,Stockholm,Sweden,1912,Shooting,Shooting,"PIMM, William Edwin",GBR,Men,"25m small bore rifle, team",M,Silver,United Kingdom
2643,Stockholm,Sweden,1912,Shooting,Shooting,"STYLES, William Kensett",GBR,Men,"25m small bore rifle, team",M,Silver,United Kingdom
2644,Stockholm,Sweden,1912,Shooting,Shooting,"ERICSSON, Gideon",SWE,Men,25m small rifle,M,Bronze,Sweden
2645,Stockholm,Sweden,1912,Shooting,Shooting,"CARLBERG, G. Vilhelm",SWE,Men,25m small rifle,M,Gold,Sweden
2646,Stockholm,Sweden,1912,Shooting,Shooting,"VON HOLST, Johan Hübner",SWE,Men,25m small rifle,M,Silver,Sweden
2647,Stockholm,Sweden,1912,Shooting,Shooting,"LARSEN, Niels Hansen Ditlev",DEN,Men,300m free rifle 3 positions (3x40 shots),M,Bronze,Denmark
2648,Stockholm,Sweden,1912,Shooting,Shooting,"COLAS, Paul René",FRA,Men,300m free rifle 3 positions (3x40 shots),M,Gold,France
2649,Stockholm,Sweden,1912,Shooting,Shooting,"MADSEN, Lars Jörgen",DEN,Men,300m free rifle 3 positions (3x40 shots),M,Silver,Denmark
2650,Stockholm,Sweden,1912,Shooting,Shooting,"DURANT, Hugh",GBR,Men,"30m army pistol, team",M,Bronze,United Kingdom
2651,Stockholm,Sweden,1912,Shooting,Shooting,"KEMPSTER, Albert Joseph",GBR,Men,"30m army pistol, team",M,Bronze,United Kingdom
2652,Stockholm,Sweden,1912,Shooting,Shooting,"POULTER, Horatio Orlando",GBR,Men,"30m army pistol, team",M,Bronze,United Kingdom
2653,Stockholm,Sweden,1912,Shooting,Shooting,"STEWART, Charles Edward",GBR,Men,"30m army pistol, team",M,Bronze,United Kingdom
2654,Stockholm,Sweden,1912,Shooting,Shooting,"CARLBERG, Eric",SWE,Men,"30m army pistol, team",M,Gold,Sweden
2655,Stockholm,Sweden,1912,Shooting,Shooting,"CARLBERG, G. Vilhelm",SWE,Men,"30m army pistol, team",M,Gold,Sweden
2656,Stockholm,Sweden,1912,Shooting,Shooting,"PALEN, Paul",SWE,Men,"30m army pistol, team",M,Gold,Sweden
2657,Stockholm,Sweden,1912,Shooting,Shooting,"VON HOLST, Johan Hübner",SWE,Men,"30m army pistol, team",M,Gold,Sweden
2658,Stockholm,Sweden,1912,Shooting,Shooting,"DE KACHE, Amos",RU1,Men,"30m army pistol, team",M,Silver,
2659,Stockholm,Sweden,1912,Shooting,Shooting,"DE MELNITSKY, Nikolaï",RU1,Men,"30m army pistol, team",M,Silver,
2660,Stockholm,Sweden,1912,Shooting,Shooting,"DE PANTELEYMONOFF, Georgi",RU1,Men,"30m army pistol, team",M,Silver,
2661,Stockholm,Sweden,1912,Shooting,Shooting,"DE WEYLOCHNIKOFF, Pavel",RU1,Men,"30m army pistol, team",M,Silver,
2662,Stockholm,Sweden,1912,Shooting,Shooting,"DURANT, Hugh",GBR,Men,"50m army pistol, team",M,Bronze,United Kingdom
2663,Stockholm,Sweden,1912,Shooting,Shooting,"KEMPSTER, Albert Joseph",GBR,Men,"50m army pistol, team",M,Bronze,United Kingdom
2664,Stockholm,Sweden,1912,Shooting,Shooting,"POULTER, Horatio Orlando",GBR,Men,"50m army pistol, team",M,Bronze,United Kingdom
2665,Stockholm,Sweden,1912,Shooting,Shooting,"STEWART, Charles Edward",GBR,Men,"50m army pistol, team",M,Bronze,United Kingdom
2666,Stockholm,Sweden,1912,Shooting,Shooting,"DIETZ, John A.",USA,Men,"50m army pistol, team",M,Gold,United States
2667,Stockholm,Sweden,1912,Shooting,Shooting,"DOLFEN, Peter J.",USA,Men,"50m army pistol, team",M,Gold,United States
2668,Stockholm,Sweden,1912,Shooting,Shooting,"LANE, Alfred P.",USA,Men,"50m army pistol, team",M,Gold,United States
2669,Stockholm,Sweden,1912,Shooting,Shooting,"SEARS, Henry Francis",USA,Men,"50m army pistol, team",M,Gold,United States
2670,Stockholm,Sweden,1912,Shooting,Shooting,"BOSTRÖM, Erik",SWE,Men,"50m army pistol, team",M,Silver,Sweden
2671,Stockholm,Sweden,1912,Shooting,Shooting,"CARLBERG, Eric",SWE,Men,"50m army pistol, team",M,Silver,Sweden
2672,Stockholm,Sweden,1912,Shooting,Shooting,"CARLBERG, G. Vilhelm",SWE,Men,"50m army pistol, team",M,Silver,Sweden
2673,Stockholm,Sweden,1912,Shooting,Shooting,"DE LAVAL, Georg",SWE,Men,"50m army pistol, team",M,Silver,Sweden
2674,Stockholm,Sweden,1912,Shooting,Shooting,"STEWART, Charles Edward",GBR,Men,50m pistol (60 shots),M,Bronze,United Kingdom
2675,Stockholm,Sweden,1912,Shooting,Shooting,"LANE, Alfred P.",USA,Men,50m pistol (60 shots),M,Gold,United States
2676,Stockholm,Sweden,1912,Shooting,Shooting,"DOLFEN, Peter J.",USA,Men,50m pistol (60 shots),M,Silver,United States
2677,Stockholm,Sweden,1912,Shooting,Shooting,"BURT, Harold",GBR,Men,50m rifle prone (60 shots),M,Bronze,United Kingdom
2678,Stockholm,Sweden,1912,Shooting,Shooting,"HIRD, Frederick S.",USA,Men,50m rifle prone (60 shots),M,Gold,United States
2679,Stockholm,Sweden,1912,Shooting,Shooting,"MILNE, William",GBR,Men,50m rifle prone (60 shots),M,Silver,United Kingdom
2680,Stockholm,Sweden,1912,Shooting,Shooting,"HIRD, Frederick S.",USA,Men,"50m small bore rifle, team",M,Bronze,United States
2681,Stockholm,Sweden,1912,Shooting,Shooting,"LEUSHNER, William F.",USA,Men,"50m small bore rifle, team",M,Bronze,United States
2682,Stockholm,Sweden,1912,Shooting,Shooting,"OSBURN, Carl Townsend",USA,Men,"50m small bore rifle, team",M,Bronze,United States
2683,Stockholm,Sweden,1912,Shooting,Shooting,"SPROUT, Warren A.",USA,Men,"50m small bore rifle, team",M,Bronze,United States
2684,Stockholm,Sweden,1912,Shooting,Shooting,"LESSIMORE, Edward John",GBR,Men,"50m small bore rifle, team",M,Gold,United Kingdom
2685,Stockholm,Sweden,1912,Shooting,Shooting,"MURRAY, Robert Cook",GBR,Men,"50m small bore rifle, team",M,Gold,United Kingdom
2686,Stockholm,Sweden,1912,Shooting,Shooting,"PEPE, Joseph",GBR,Men,"50m small bore rifle, team",M,Gold,United Kingdom
2687,Stockholm,Sweden,1912,Shooting,Shooting,"PIMM, William Edwin",GBR,Men,"50m small bore rifle, team",M,Gold,United Kingdom
2688,Stockholm,Sweden,1912,Shooting,Shooting,"CARLBERG, Eric",SWE,Men,"50m small bore rifle, team",M,Silver,Sweden
2689,Stockholm,Sweden,1912,Shooting,Shooting,"CARLBERG, G. Vilhelm",SWE,Men,"50m small bore rifle, team",M,Silver,Sweden
2690,Stockholm,Sweden,1912,Shooting,Shooting,"NORDENSWAN, Arthur",SWE,Men,"50m small bore rifle, team",M,Silver,Sweden
2691,Stockholm,Sweden,1912,Shooting,Shooting,"ÖRTEGREN, Ruben",SWE,Men,"50m small bore rifle, team",M,Silver,Sweden
2692,Stockholm,Sweden,1912,Shooting,Shooting,"JACKSON, John E.",USA,Men,600m free rifle,M,Bronze,United States
2693,Stockholm,Sweden,1912,Shooting,Shooting,"COLAS, Paul René",FRA,Men,600m free rifle,M,Gold,France
2694,Stockholm,Sweden,1912,Shooting,Shooting,"OSBURN, Carl Townsend",USA,Men,600m free rifle,M,Silver,United States
2695,Stockholm,Sweden,1912,Shooting,Shooting,"SKOGEN, Engebret",NOR,Men,"army rifle, 300m, 3 positions",M,Bronze,Norway
2696,Stockholm,Sweden,1912,Shooting,Shooting,"PROKOPP, Sandor",HUN,Men,"army rifle, 300m, 3 positions",M,Gold,Hungary
2697,Stockholm,Sweden,1912,Shooting,Shooting,"OSBURN, Carl Townsend",USA,Men,"army rifle, 300m, 3 positions",M,Silver,United States
2698,Stockholm,Sweden,1912,Shooting,Shooting,"GOELDEL, Alfred",GER,Men,"clay pigeons, team",M,Bronze,Germany
2699,Stockholm,Sweden,1912,Shooting,Shooting,"GOELDEL, Horst",GER,Men,"clay pigeons, team",M,Bronze,Germany
2700,Stockholm,Sweden,1912,Shooting,Shooting,"GRAF VON BERNSTORFF, Erich",GER,Men,"clay pigeons, team",M,Bronze,Germany
2701,Stockholm,Sweden,1912,Shooting,Shooting,"KOCH, Erland",GER,Men,"clay pigeons, team",M,Bronze,Germany
2702,Stockholm,Sweden,1912,Shooting,Shooting,"PREUSS, Albert",GER,Men,"clay pigeons, team",M,Bronze,Germany
2703,Stockholm,Sweden,1912,Shooting,Shooting,"VON ZEIDLITZ UND LEIPE, Franz Freiherr",GER,Men,"clay pigeons, team",M,Bronze,Germany
2704,Stockholm,Sweden,1912,Shooting,Shooting,"BILLINGS, Charles W.",USA,Men,"clay pigeons, team",M,Gold,United States
2705,Stockholm,Sweden,1912,Shooting,Shooting,"GLEASON, Edward Francis",USA,Men,"clay pigeons, team",M,Gold,United States
2706,Stockholm,Sweden,1912,Shooting,Shooting,"GRAHAM, James R.",USA,Men,"clay pigeons, team",M,Gold,United States
2707,Stockholm,Sweden,1912,Shooting,Shooting,"HALL, Frank",USA,Men,"clay pigeons, team",M,Gold,United States
2708,Stockholm,Sweden,1912,Shooting,Shooting,"HENDRICKSON, John H.",USA,Men,"clay pigeons, team",M,Gold,United States
2709,Stockholm,Sweden,1912,Shooting,Shooting,"SPOTTS, Ralph Lewis",USA,Men,"clay pigeons, team",M,Gold,United States
2710,Stockholm,Sweden,1912,Shooting,Shooting,"BUTT, John Hurst",GBR,Men,"clay pigeons, team",M,Silver,United Kingdom
2711,Stockholm,Sweden,1912,Shooting,Shooting,"GROSVENOR, William Percy",GBR,Men,"clay pigeons, team",M,Silver,United Kingdom
2712,Stockholm,Sweden,1912,Shooting,Shooting,"HUMBY, Harry Robinson",GBR,Men,"clay pigeons, team",M,Silver,United Kingdom
2713,Stockholm,Sweden,1912,Shooting,Shooting,"MAUNDER, Alexander",GBR,Men,"clay pigeons, team",M,Silver,United Kingdom
2714,Stockholm,Sweden,1912,Shooting,Shooting,"PALMER, Charles",GBR,Men,"clay pigeons, team",M,Silver,United Kingdom
2715,Stockholm,Sweden,1912,Shooting,Shooting,"WHITAKER, George",GBR,Men,"clay pigeons, team",M,Silver,United Kingdom
2716,Stockholm,Sweden,1912,Shooting,Shooting,"ANDERSEN, Niels",DEN,Men,"free rifle, team",M,Bronze,Denmark
2717,Stockholm,Sweden,1912,Shooting,Shooting,"HAJSLUND, Jens Madsen",DEN,Men,"free rifle, team",M,Bronze,Denmark
2718,Stockholm,Sweden,1912,Shooting,Shooting,"LARSEN, Laurits Teodor Christian",DEN,Men,"free rifle, team",M,Bronze,Denmark
2719,Stockholm,Sweden,1912,Shooting,Shooting,"LARSEN, Niels Hansen Ditlev",DEN,Men,"free rifle, team",M,Bronze,Denmark
2720,Stockholm,Sweden,1912,Shooting,Shooting,"MADSEN, Lars Jörgen",DEN,Men,"free rifle, team",M,Bronze,Denmark
2721,Stockholm,Sweden,1912,Shooting,Shooting,"OLSEN, Ole",DEN,Men,"free rifle, team",M,Bronze,Denmark
2722,Stockholm,Sweden,1912,Shooting,Shooting,"BJÖRKMAN, Carl",SWE,Men,"free rifle, team",M,Gold,Sweden
2723,Stockholm,Sweden,1912,Shooting,Shooting,"BLOMQVIST, Erik",SWE,Men,"free rifle, team",M,Gold,Sweden
2724,Stockholm,Sweden,1912,Shooting,Shooting,"ERIKSSON, Mauritz",SWE,Men,"free rifle, team",M,Gold,Sweden
2725,Stockholm,Sweden,1912,Shooting,Shooting,"JOHANSSON, Carl Hugo",SWE,Men,"free rifle, team",M,Gold,Sweden
2726,Stockholm,Sweden,1912,Shooting,Shooting,"JONSSON, Gustaf Adolf",SWE,Men,"free rifle, team",M,Gold,Sweden
2727,Stockholm,Sweden,1912,Shooting,Shooting,"LARSSON, Bernhard",SWE,Men,"free rifle, team",M,Gold,Sweden
2728,Stockholm,Sweden,1912,Shooting,Shooting,"HELGERUD, Albert",NOR,Men,"free rifle, team",M,Silver,Norway
2729,Stockholm,Sweden,1912,Shooting,Shooting,"LIBERG, Einar",NOR,Men,"free rifle, team",M,Silver,Norway
2730,Stockholm,Sweden,1912,Shooting,Shooting,"ÖSTENSEN, Östen",NOR,Men,"free rifle, team",M,Silver,Norway
2731,Stockholm,Sweden,1912,Shooting,Shooting,"SAETHER, Olaf",NOR,Men,"free rifle, team",M,Silver,Norway
2732,Stockholm,Sweden,1912,Shooting,Shooting,"SAETHER, Ole Andreas",NOR,Men,"free rifle, team",M,Silver,Norway
2733,Stockholm,Sweden,1912,Shooting,Shooting,"SKATTEBOE, Gudbrand Gudbrandsen",NOR,Men,"free rifle, team",M,Silver,Norway
2734,Stockholm,Sweden,1912,Shooting,Shooting,"BJÖRKMAN, Carl",SWE,Men,"rifle, team",M,Bronze,Sweden
2735,Stockholm,Sweden,1912,Shooting,Shooting,"BJÖRKMAN, Tönnes",SWE,Men,"rifle, team",M,Bronze,Sweden
2736,Stockholm,Sweden,1912,Shooting,Shooting,"ERIKSSON, Mauritz",SWE,Men,"rifle, team",M,Bronze,Sweden
2737,Stockholm,Sweden,1912,Shooting,Shooting,"JERNSTRÖM, Verner",SWE,Men,"rifle, team",M,Bronze,Sweden
2738,Stockholm,Sweden,1912,Shooting,Shooting,"JOHANSSON, Carl Hugo",SWE,Men,"rifle, team",M,Bronze,Sweden
2739,Stockholm,Sweden,1912,Shooting,Shooting,"LARSSON, Bernhard",SWE,Men,"rifle, team",M,Bronze,Sweden
2740,Stockholm,Sweden,1912,Shooting,Shooting,"ADAMS, Harry Loren",USA,Men,"rifle, team",M,Gold,United States
2741,Stockholm,Sweden,1912,Shooting,Shooting,"BRIGGS, Allan Lindsay",USA,Men,"rifle, team",M,Gold,United States
2742,Stockholm,Sweden,1912,Shooting,Shooting,"BURDETTE, Cornelius L.",USA,Men,"rifle, team",M,Gold,United States
2743,Stockholm,Sweden,1912,Shooting,Shooting,"JACKSON, John E.",USA,Men,"rifle, team",M,Gold,United States
2744,Stockholm,Sweden,1912,Shooting,Shooting,"OSBURN, Carl Townsend",USA,Men,"rifle, team",M,Gold,United States
2745,Stockholm,Sweden,1912,Shooting,Shooting,"SPROUT, Warren A.",USA,Men,"rifle, team",M,Gold,United States
2746,Stockholm,Sweden,1912,Shooting,Shooting,"BURR, Henry Goerge",GBR,Men,"rifle, team",M,Silver,United Kingdom
2747,Stockholm,Sweden,1912,Shooting,Shooting,"FULTON, Arthur George",GBR,Men,"rifle, team",M,Silver,United Kingdom
2748,Stockholm,Sweden,1912,Shooting,Shooting,"OMMUNDSEN, Harcourt",GBR,Men,"rifle, team",M,Silver,United Kingdom
2749,Stockholm,Sweden,1912,Shooting,Shooting,"PARNELL, Edward Louis",GBR,Men,"rifle, team",M,Silver,United Kingdom
2750,Stockholm,Sweden,1912,Shooting,Shooting,"REID, James",GBR,Men,"rifle, team",M,Silver,United Kingdom
2751,Stockholm,Sweden,1912,Shooting,Shooting,"SKILTON, Edward",GBR,Men,"rifle, team",M,Silver,United Kingdom
2752,Stockholm,Sweden,1912,Shooting,Shooting,"BLAU, Harry",RU1,Men,trap (125 targets),M,Bronze,
2753,Stockholm,Sweden,1912,Shooting,Shooting,"GRAHAM, James R.",USA,Men,trap (125 targets),M,Gold,United States
2754,Stockholm,Sweden,1912,Shooting,Shooting,"GOELDEL, Alfred",GER,Men,trap (125 targets),M,Silver,Germany
2755,Stockholm,Sweden,1912,Tennis,Tennis,"CANET, Albert Henri",FRA,Men,doubles,M,Bronze,France
2756,Stockholm,Sweden,1912,Tennis,Tennis,"MENY DE MARANGUE, Edouard Marie Marc",FRA,Men,doubles,M,Bronze,France
2757,Stockholm,Sweden,1912,Tennis,Tennis,"KITSON, Harry Austin",RSA,Men,doubles,M,Gold,South Africa
2758,Stockholm,Sweden,1912,Tennis,Tennis,"WINSLOW, Charles Lyndhurst",RSA,Men,doubles,M,Gold,South Africa
2759,Stockholm,Sweden,1912,Tennis,Tennis,"PIPES, Fritz Felix",AUT,Men,doubles,M,Silver,Austria
2760,Stockholm,Sweden,1912,Tennis,Tennis,"ZBORZIL, Arthur",AUT,Men,doubles,M,Silver,Austria
2761,Stockholm,Sweden,1912,Tennis,Tennis,"BEAMISH, Alfred Ernest",GBR,Men,doubles indoor,M,Bronze,United Kingdom
2762,Stockholm,Sweden,1912,Tennis,Tennis,"DIXON, Charles Percy",GBR,Men,doubles indoor,M,Bronze,United Kingdom
2763,Stockholm,Sweden,1912,Tennis,Tennis,"GERMOT, Maurice",FRA,Men,doubles indoor,M,Gold,France
2764,Stockholm,Sweden,1912,Tennis,Tennis,"GOBERT, André Henri",FRA,Men,doubles indoor,M,Gold,France
2765,Stockholm,Sweden,1912,Tennis,Tennis,"KEMPE, Carl",SWE,Men,doubles indoor,M,Silver,Sweden
2766,Stockholm,Sweden,1912,Tennis,Tennis,"SETTERWALL, Gunnar",SWE,Men,doubles indoor,M,Silver,Sweden
2767,Stockholm,Sweden,1912,Tennis,Tennis,"CANET, Albert Henri",FRA,Men,mixed doubles,X,Bronze,France
2768,Stockholm,Sweden,1912,Tennis,Tennis,"SCHOMBURGK, Heinrich",GER,Men,mixed doubles,X,Gold,Germany
2769,Stockholm,Sweden,1912,Tennis,Tennis,"SETTERWALL, Gunnar",SWE,Men,mixed doubles,X,Silver,Sweden
2770,Stockholm,Sweden,1912,Tennis,Tennis,"BROQUEDIS, Marguerite",FRA,Women,mixed doubles,X,Bronze,France
2771,Stockholm,Sweden,1912,Tennis,Tennis,"KÖRING, Dora",GER,Women,mixed doubles,X,Gold,Germany
2772,Stockholm,Sweden,1912,Tennis,Tennis,"FICK, Sigrid",SWE,Women,mixed doubles,X,Silver,Sweden
2773,Stockholm,Sweden,1912,Tennis,Tennis,"SETTERWALL, Gunnar",SWE,Men,mixed doubles indoor,X,Bronze,Sweden
2774,Stockholm,Sweden,1912,Tennis,Tennis,"DIXON, Charles Percy",GBR,Men,mixed doubles indoor,X,Gold,United Kingdom
2775,Stockholm,Sweden,1912,Tennis,Tennis,"BARRETT, Herbert Roper",GBR,Men,mixed doubles indoor,X,Silver,United Kingdom
2776,Stockholm,Sweden,1912,Tennis,Tennis,"FICK, Sigrid",SWE,Women,mixed doubles indoor,X,Bronze,Sweden
2777,Stockholm,Sweden,1912,Tennis,Tennis,"HANNAM, Edith Margaret",GBR,Women,mixed doubles indoor,X,Gold,United Kingdom
2778,Stockholm,Sweden,1912,Tennis,Tennis,"AITCHISON, Francis Helen",GBR,Women,mixed doubles indoor,X,Silver,United Kingdom
2779,Stockholm,Sweden,1912,Tennis,Tennis,"KREUZER, Oscar",GER,Men,singles,M,Bronze,Germany
2780,Stockholm,Sweden,1912,Tennis,Tennis,"WINSLOW, Charles Lyndhurst",RSA,Men,singles,M,Gold,South Africa
