,Host City,Host Country,Year,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal Type,Country
0,Athens,Greece,1896,Aquatics,Swimming,"HAJOS, Alfred",HUN,Men,100m freestyle,M,Gold,Hungary
1,Athens,Greece,1896,Aquatics,Swimming,"HERSCHMANN, Otto",AUT,Men,100m freestyle,M,Silver,Austria
2,Athens,Greece,1896,Aquatics,Swimming,"DRIVAS, Dimitrios",GRE,Men,100m freestyle for sailors,M,Bronze,Greece
3,Athens,Greece,1896,Aquatics,Swimming,"MALOKINIS, Ioannis",GRE,Men,100m freestyle for sailors,M,Gold,Greece
4,Athens,Greece,1896,Aquatics,Swimming,"CHASAPIS, Spiridon",GRE,Men,100m freestyle for sailors,M,Silver,Greece
5,Athens,Greece,1896,Aquatics,Swimming,"CHOROPHAS, Efstathios",GRE,Men,1200m freestyle,M,Bronze,Greece
6,Athens,Greece,1896,Aquatics,Swimming,"HAJOS, Alfred",HUN,Men,1200m freestyle,M,Gold,Hungary
7,Athens,Greece,1896,Aquatics,Swimming,"ANDREOU, Joannis",GRE,Men,1200m freestyle,M,Silver,Greece
8,Athens,Greece,1896,Aquatics,Swimming,"CHOROPHAS, Efstathios",GRE,Men,400m freestyle,M,Bronze,Greece
9,Athens,Greece,1896,Aquatics,Swimming,"NEUMANN, Paul",AUT,Men,400m freestyle,M,Gold,Austria
10,Athens,Greece,1896,Aquatics,Swimming,"PEPANOS, Antonios",GRE,Men,400m freestyle,M,Silver,Greece
11,Athens,Greece,1896,Athletics,Athletics,"LANE, Francis",USA,Men,100m,M,Bronze,United States
12,Athens,Greece,1896,Athletics,Athletics,"SZOKOLYI, Alajos",HUN,Men,100m,M,Bronze,Hungary
13,Athens,Greece,1896,Athletics,Athletics,"BURKE, Thomas",USA,Men,100m,M,Gold,United States
14,Athens,Greece,1896,Athletics,Athletics,"HOFMANN, Fritz",GER,Men,100m,M,Silver,Germany
15,Athens,Greece,1896,Athletics,Athletics,"CURTIS, Thomas",USA,Men,110m hurdles,M,Gold,United States
16,Athens,Greece,1896,Athletics,Athletics,"GOULDING, Grantley",GBR,Men,110m hurdles,M,Silver,United Kingdom
17,Athens,Greece,1896,Athletics,Athletics,"LERMUSIAUX, Albin",FRA,Men,1500m,M,Bronze,France
18,Athens,Greece,1896,Athletics,Athletics,"FLACK, Edwin",AUS,Men,1500m,M,Gold,Australia
19,Athens,Greece,1896,Athletics,Athletics,"BLAKE, Arthur",USA,Men,1500m,M,Silver,United States
20,Athens,Greece,1896,Athletics,Athletics,"GMELIN, Charles",GBR,Men,400m,M,Bronze,United Kingdom
21,Athens,Greece,1896,Athletics,Athletics,"BURKE, Thomas",USA,Men,400m,M,Gold,United States
22,Athens,Greece,1896,Athletics,Athletics,"JAMISON, Herbert",USA,Men,400m,M,Silver,United States
23,Athens,Greece,1896,Athletics,Athletics,"GOLEMIS, Dimitrios",GRE,Men,800m,M,Bronze,Greece
24,Athens,Greece,1896,Athletics,Athletics,"FLACK, Edwin",AUS,Men,800m,M,Gold,Australia
25,Athens,Greece,1896,Athletics,Athletics,"DANI, Nandor",HUN,Men,800m,M,Silver,Hungary
26,Athens,Greece,1896,Athletics,Athletics,"VERSIS, Sotirios",GRE,Men,discus throw,M,Bronze,Greece
27,Athens,Greece,1896,Athletics,Athletics,"GARRETT, Robert",USA,Men,discus throw,M,Gold,United States
28,Athens,Greece,1896,Athletics,Athletics,"PARASKEVOPOULOS, Panagiotis",GRE,Men,discus throw,M,Silver,Greece
29,Athens,Greece,1896,Athletics,Athletics,"CLARK, Ellery",USA,Men,high jump,M,Gold,United States
30,Athens,Greece,1896,Athletics,Athletics,"CONNOLLY, James",USA,Men,high jump,M,Silver,United States
31,Athens,Greece,1896,Athletics,Athletics,"GARRETT, Robert",USA,Men,high jump,M,Silver,United States
32,Athens,Greece,1896,Athletics,Athletics,"CONNOLLY, James",USA,Men,long jump,M,Bronze,United States
33,Athens,Greece,1896,Athletics,Athletics,"CLARK, Ellery",USA,Men,long jump,M,Gold,United States
34,Athens,Greece,1896,Athletics,Athletics,"GARRETT, Robert",USA,Men,long jump,M,Silver,United States
35,Athens,Greece,1896,Athletics,Athletics,"KELLNER, Gyula",HUN,Men,marathon,M,Bronze,Hungary
36,Athens,Greece,1896,Athletics,Athletics,"LOUIS, Spyridon",GRE,Men,marathon,M,Gold,Greece
37,Athens,Greece,1896,Athletics,Athletics,"VASILAKOS, Kharilaos",GRE,Men,marathon,M,Silver,Greece
38,Athens,Greece,1896,Athletics,Athletics,"DAMASKOS, Evangelos",GRE,Men,pole vault,M,Bronze,Greece
39,Athens,Greece,1896,Athletics,Athletics,"THEODOROPOULOS, Ioannis",GRE,Men,pole vault,M,Bronze,Greece
40,Athens,Greece,1896,Athletics,Athletics,"HOYT, William Welles",USA,Men,pole vault,M,Gold,United States
41,Athens,Greece,1896,Athletics,Athletics,"TYLER, Albert",USA,Men,pole vault,M,Silver,United States
42,Athens,Greece,1896,Athletics,Athletics,"PAPASIDERIS, Georgios",GRE,Men,shot put,M,Bronze,Greece
43,Athens,Greece,1896,Athletics,Athletics,"GARRETT, Robert",USA,Men,shot put,M,Gold,United States
44,Athens,Greece,1896,Athletics,Athletics,"GOUSKOS, Miltiadis",GRE,Men,shot put,M,Silver,Greece
45,Athens,Greece,1896,Athletics,Athletics,"PERSAKIS, Ioannis",GRE,Men,triple jump,M,Bronze,Greece
46,Athens,Greece,1896,Athletics,Athletics,"CONNOLLY, James",USA,Men,triple jump,M,Gold,United States
47,Athens,Greece,1896,Athletics,Athletics,"TUFFERI, Alexandre",FRA,Men,triple jump,M,Silver,France
48,Athens,Greece,1896,Cycling,Cycling Road,"BATTEL, Edward",GBR,Men,individual road race,M,Bronze,United Kingdom
49,Athens,Greece,1896,Cycling,Cycling Road,"KONSTANTINIDIS, Aristidis",GRE,Men,individual road race,M,Gold,Greece
50,Athens,Greece,1896,Cycling,Cycling Road,"GOEDRICH, August",GER,Men,individual road race,M,Silver,Germany
51,Athens,Greece,1896,Cycling,Cycling Track,"FLAMENG, Léon",FRA,Men,100km,M,Gold,France
52,Athens,Greece,1896,Cycling,Cycling Track,"KOLETTIS, Georgios",GRE,Men,100km,M,Silver,Greece
53,Athens,Greece,1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Men,10km,M,Bronze,Austria
54,Athens,Greece,1896,Cycling,Cycling Track,"MASSON, Paul",FRA,Men,10km,M,Gold,France
55,Athens,Greece,1896,Cycling,Cycling Track,"FLAMENG, Léon",FRA,Men,10km,M,Silver,France
56,Athens,Greece,1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Men,12-hour race,M,Gold,Austria
57,Athens,Greece,1896,Cycling,Cycling Track,"KEEPING, Frank",GBR,Men,12-hour race,M,Silver,United Kingdom
58,Athens,Greece,1896,Cycling,Cycling Track,"SCHMAL, Adolf",AUT,Men,1km time trial,M,Bronze,Austria
59,Athens,Greece,1896,Cycling,Cycling Track,"MASSON, Paul",FRA,Men,1km time trial,M,Gold,France
60,Athens,Greece,1896,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",GRE,Men,1km time trial,M,Silver,Greece
61,Athens,Greece,1896,Cycling,Cycling Track,"FLAMENG, Léon",FRA,Men,Sprint indivual,M,Bronze,France
62,Athens,Greece,1896,Cycling,Cycling Track,"MASSON, Paul",FRA,Men,Sprint indivual,M,Gold,France
63,Athens,Greece,1896,Cycling,Cycling Track,"NIKOLOPOULOS, Stamatios",GRE,Men,Sprint indivual,M,Silver,Greece
64,Athens,Greece,1896,Fencing,Fencing,"PIERRAKOS-MAVROMICHALIS, Perikles",GRE,Men,foil individual,M,Bronze,Greece
65,Athens,Greece,1896,Fencing,Fencing,"GRAVELOTTE, Eugène-Henri",FRA,Men,foil individual,M,Gold,France
66,Athens,Greece,1896,Fencing,Fencing,"CALLOT, Henri",FRA,Men,foil individual,M,Silver,France
67,Athens,Greece,1896,Fencing,Fencing,"PYRGOS, Leonidas",GRE,Men,"foil, masters",M,Gold,Greece
68,Athens,Greece,1896,Fencing,Fencing,"PERRONNET, Maurice",FRA,Men,"foil, masters",M,Silver,France
69,Athens,Greece,1896,Fencing,Fencing,"NIELSEN, Holger",DEN,Men,sabre individual,M,Bronze,Denmark
70,Athens,Greece,1896,Fencing,Fencing,"GEORGIADIS, Ioannis",GRE,Men,sabre individual,M,Gold,Greece
71,Athens,Greece,1896,Fencing,Fencing,"KARAKALOS, Telemachos",GRE,Men,sabre individual,M,Silver,Greece
72,Athens,Greece,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,horizontal bar,M,Gold,Germany
73,Athens,Greece,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,horizontal bar,M,Silver,Germany
74,Athens,Greece,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,parallel bars,M,Gold,Germany
75,Athens,Greece,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Men,parallel bars,M,Silver,Switzerland
76,Athens,Greece,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Men,pommel horse,M,Gold,Switzerland
77,Athens,Greece,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,pommel horse,M,Silver,Germany
78,Athens,Greece,1896,Gymnastics,Artistic G.,"PERSAKIS, Petros",GRE,Men,rings,M,Bronze,Greece
79,Athens,Greece,1896,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",GRE,Men,rings,M,Gold,Greece
80,Athens,Greece,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,rings,M,Silver,Germany
81,Athens,Greece,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Men,rope climbing,M,Bronze,Germany
82,Athens,Greece,1896,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",GRE,Men,rope climbing,M,Gold,Greece
83,Athens,Greece,1896,Gymnastics,Artistic G.,"XENAKIS, Thomasios",GRE,Men,rope climbing,M,Silver,Greece
84,Athens,Greece,1896,Gymnastics,Artistic G.,"BÖCKER, Konrad",GER,Men,"team, horizontal bar",M,Gold,Germany
85,Athens,Greece,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,"team, horizontal bar",M,Gold,Germany
86,Athens,Greece,1896,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",GER,Men,"team, horizontal bar",M,Gold,Germany
87,Athens,Greece,1896,Gymnastics,Artistic G.,"HILMAR, Georg",GER,Men,"team, horizontal bar",M,Gold,Germany
88,Athens,Greece,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Men,"team, horizontal bar",M,Gold,Germany
89,Athens,Greece,1896,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",GER,Men,"team, horizontal bar",M,Gold,Germany
90,Athens,Greece,1896,Gymnastics,Artistic G.,"NEUKIRCH, Karl",GER,Men,"team, horizontal bar",M,Gold,Germany
91,Athens,Greece,1896,Gymnastics,Artistic G.,"RÖSTEL, Richard",GER,Men,"team, horizontal bar",M,Gold,Germany
92,Athens,Greece,1896,Gymnastics,Artistic G.,"SCHUFT, Gustav",GER,Men,"team, horizontal bar",M,Gold,Germany
93,Athens,Greece,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Men,"team, horizontal bar",M,Gold,Germany
94,Athens,Greece,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,"team, horizontal bar",M,Gold,Germany
95,Athens,Greece,1896,Gymnastics,Artistic G.,"CHRYSAPHIS, Ioannis",GRE,Men,"team, parallel bars",M,Bronze,Greece
96,Athens,Greece,1896,Gymnastics,Artistic G.,"KARVELAS, Phillippos",GRE,Men,"team, parallel bars",M,Bronze,Greece
97,Athens,Greece,1896,Gymnastics,Artistic G.,"LOUNDRAS, Dimitrios",GRE,Men,"team, parallel bars",M,Bronze,Greece
98,Athens,Greece,1896,Gymnastics,Artistic G.,"MITROPOULOS, Ioannis",GRE,Men,"team, parallel bars",M,Bronze,Greece
99,Athens,Greece,1896,Gymnastics,Artistic G.,"BÖCKER, Konrad",GER,Men,"team, parallel bars",M,Gold,Germany
100,Athens,Greece,1896,Gymnastics,Artistic G.,"FLATOW, Alfred",GER,Men,"team, parallel bars",M,Gold,Germany
101,Athens,Greece,1896,Gymnastics,Artistic G.,"FLATOW, Gustav Felix",GER,Men,"team, parallel bars",M,Gold,Germany
102,Athens,Greece,1896,Gymnastics,Artistic G.,"HILMAR, Georg",GER,Men,"team, parallel bars",M,Gold,Germany
103,Athens,Greece,1896,Gymnastics,Artistic G.,"HOFMANN, Fritz",GER,Men,"team, parallel bars",M,Gold,Germany
104,Athens,Greece,1896,Gymnastics,Artistic G.,"MANTEUFFEL, Fritz",GER,Men,"team, parallel bars",M,Gold,Germany
105,Athens,Greece,1896,Gymnastics,Artistic G.,"NEUKIRCH, Karl",GER,Men,"team, parallel bars",M,Gold,Germany
106,Athens,Greece,1896,Gymnastics,Artistic G.,"RÖSTEL, Richard",GER,Men,"team, parallel bars",M,Gold,Germany
107,Athens,Greece,1896,Gymnastics,Artistic G.,"SCHUFT, Gustav",GER,Men,"team, parallel bars",M,Gold,Germany
108,Athens,Greece,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Men,"team, parallel bars",M,Gold,Germany
109,Athens,Greece,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,"team, parallel bars",M,Gold,Germany
110,Athens,Greece,1896,Gymnastics,Artistic G.,"ANDRIAKOPOULOS, Nicolaos",GRE,Men,"team, parallel bars",M,Silver,Greece
111,Athens,Greece,1896,Gymnastics,Artistic G.,"ATHANASOPOULOS, Spyros",GRE,Men,"team, parallel bars",M,Silver,Greece
112,Athens,Greece,1896,Gymnastics,Artistic G.,"PERSAKIS, Petros",GRE,Men,"team, parallel bars",M,Silver,Greece
113,Athens,Greece,1896,Gymnastics,Artistic G.,"XENAKIS, Thomasios",GRE,Men,"team, parallel bars",M,Silver,Greece
114,Athens,Greece,1896,Gymnastics,Artistic G.,"WEINGÄRTNER, Hermann",GER,Men,vault,M,Bronze,Germany
115,Athens,Greece,1896,Gymnastics,Artistic G.,"SCHUMANN, Carl",GER,Men,vault,M,Gold,Germany
116,Athens,Greece,1896,Gymnastics,Artistic G.,"ZUTTER, Louis",SUI,Men,vault,M,Silver,Switzerland
117,Athens,Greece,1896,Shooting,Shooting,"MORAKIS, Nikolaos",GRE,Men,25m army pistol,M,Bronze,Greece
118,Athens,Greece,1896,Shooting,Shooting,"PAINE, John",USA,Men,25m army pistol,M,Gold,United States
119,Athens,Greece,1896,Shooting,Shooting,"PAINE, Sumner",USA,Men,25m army pistol,M,Silver,United States
120,Athens,Greece,1896,Shooting,Shooting,"NIELSEN, Holger",DEN,Men,25m rapid fire pistol (60 shots),M,Bronze,Denmark
121,Athens,Greece,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Men,25m rapid fire pistol (60 shots),M,Gold,Greece
122,Athens,Greece,1896,Shooting,Shooting,"ORPHANIDIS, Georgios",GRE,Men,25m rapid fire pistol (60 shots),M,Silver,Greece
123,Athens,Greece,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Men,50m pistol (60 shots),M,Bronze,Greece
124,Athens,Greece,1896,Shooting,Shooting,"PAINE, Sumner",USA,Men,50m pistol (60 shots),M,Gold,United States
125,Athens,Greece,1896,Shooting,Shooting,"NIELSEN, Holger",DEN,Men,50m pistol (60 shots),M,Silver,Denmark
126,Athens,Greece,1896,Shooting,Shooting,"TRIKUPIS, Nicolaos",GRE,Men,"army rifle, 200m",M,Bronze,Greece
127,Athens,Greece,1896,Shooting,Shooting,"KARASEVDAS, Pantelis",GRE,Men,"army rifle, 200m",M,Gold,Greece
128,Athens,Greece,1896,Shooting,Shooting,"PAVLIDIS, Pavlos",GRE,Men,"army rifle, 200m",M,Silver,Greece
129,Athens,Greece,1896,Shooting,Shooting,"JENSEN, Viggo",DEN,Men,"army rifle, 300m",M,Bronze,Denmark
130,Athens,Greece,1896,Shooting,Shooting,"ORPHANIDIS, Georgios",GRE,Men,"army rifle, 300m",M,Gold,Greece
131,Athens,Greece,1896,Shooting,Shooting,"PHRANGOUDIS, Joannis",GRE,Men,"army rifle, 300m",M,Silver,Greece
132,Athens,Greece,1896,Tennis,Tennis,"FLACK, Edwin",ZZX,Men,doubles,M,Bronze,Mixed teams
133,Athens,Greece,1896,Tennis,Tennis,"ROBERTSON, George Stuart",ZZX,Men,doubles,M,Bronze,Mixed teams
134,Athens,Greece,1896,Tennis,Tennis,"BOLAND, John",ZZX,Men,doubles,M,Gold,Mixed teams
135,Athens,Greece,1896,Tennis,Tennis,"TRAUN, Friedrich",ZZX,Men,doubles,M,Gold,Mixed teams
136,Athens,Greece,1896,Tennis,Tennis,"KASDAGLIS, Dionysios",ZZX,Men,doubles,M,Silver,Mixed teams
137,Athens,Greece,1896,Tennis,Tennis,"PETROKOKKINOS, Demetrios",ZZX,Men,doubles,M,Silver,Mixed teams
138,Athens,Greece,1896,Tennis,Tennis,"PASPATIS, Konstantinos",GRE,Men,singles,M,Bronze,Greece
139,Athens,Greece,1896,Tennis,Tennis,"TAPAVICZA, Momcsillo",HUN,Men,singles,M,Bronze,Hungary
140,Athens,Greece,1896,Tennis,Tennis,"BOLAND, John",GBR,Men,singles,M,Gold,United Kingdom
141,Athens,Greece,1896,Tennis,Tennis,"KASDAGLIS, Dionysios",GRE,Men,singles,M,Silver,Greece
142,Athens,Greece,1896,Weightlifting,Weightlifting,"NIKOLOPOULOS, Alexandros",GRE,Men,heavyweight - one hand lift,M,Bronze,Greece
143,Athens,Greece,1896,Weightlifting,Weightlifting,"ELLIOTT, Launceston",GBR,Men,heavyweight - one hand lift,M,Gold,United Kingdom
144,Athens,Greece,1896,Weightlifting,Weightlifting,"JENSEN, Viggo",DEN,Men,heavyweight - one hand lift,M,Silver,Denmark
145,Athens,Greece,1896,Weightlifting,Weightlifting,"VERSIS, Sotirios",GRE,Men,heavyweight - two hand lift,M,Bronze,Greece
146,Athens,Greece,1896,Weightlifting,Weightlifting,"JENSEN, Viggo",DEN,Men,heavyweight - two hand lift,M,Gold,Denmark
147,Athens,Greece,1896,Weightlifting,Weightlifting,"ELLIOTT, Launceston",GBR,Men,heavyweight - two hand lift,M,Silver,United Kingdom
148,Athens,Greece,1896,Wrestling,Wrestling Gre-R,"CHRISTOPOULOS, Stephanos",GRE,Men,open event,M,Bronze,Greece
149,Athens,Greece,1896,Wrestling,Wrestling Gre-R,"SCHUMANN, Carl",GER,Men,open event,M,Gold,Germany
150,Athens,Greece,1896,Wrestling,Wrestling Gre-R,"TSITAS, Georgios",GRE,Men,open event,M,Silver,Greece
151,Paris,France,1900,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,1500m freestyle,M,Bronze,Hungary
152,Paris,France,1900,Aquatics,Swimming,"JARVIS, John Arthur",GBR,Men,1500m freestyle,M,Gold,United Kingdom
153,Paris,France,1900,Aquatics,Swimming,"WAHLE, Otto",AUT,Men,1500m freestyle,M,Silver,Austria
154,Paris,France,1900,Aquatics,Swimming,"DROST, Johannes",NED,Men,200m backstroke,M,Bronze,Netherlands
155,Paris,France,1900,Aquatics,Swimming,"HOPPENBERG, Ernst",GER,Men,200m backstroke,M,Gold,Germany
156,Paris,France,1900,Aquatics,Swimming,"RUBERL, Karl",AUT,Men,200m backstroke,M,Silver,Austria
157,Paris,France,1900,Aquatics,Swimming,"RUBERL, Karl",AUT,Men,200m freestyle,M,Bronze,Austria
158,Paris,France,1900,Aquatics,Swimming,"LANE, Frederick C.V.",AUS,Men,200m freestyle,M,Gold,Australia
159,Paris,France,1900,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,200m freestyle,M,Silver,Hungary
160,Paris,France,1900,Aquatics,Swimming,"KEMP, Peter",GBR,Men,200m obstacle event,M,Bronze,United Kingdom
161,Paris,France,1900,Aquatics,Swimming,"LANE, Frederick C.V.",AUS,Men,200m obstacle event,M,Gold,Australia
162,Paris,France,1900,Aquatics,Swimming,"WAHLE, Otto",AUT,Men,200m obstacle event,M,Silver,Austria
163,Paris,France,1900,Aquatics,Swimming,HOUBEN,FRA,Men,200m team swimming,M,Bronze,France
164,Paris,France,1900,Aquatics,Swimming,"LEUILLIEUX, Jean",FRA,Men,200m team swimming,M,Bronze,France
165,Paris,France,1900,Aquatics,Swimming,"MARTIN, Louis",FRA,Men,200m team swimming,M,Bronze,France
166,Paris,France,1900,Aquatics,Swimming,"MERCHEZ, Désiré",FRA,Men,200m team swimming,M,Bronze,France
167,Paris,France,1900,Aquatics,Swimming,TARTARA,FRA,Men,200m team swimming,M,Bronze,France
168,Paris,France,1900,Aquatics,Swimming,"FREY, Julius",GER,Men,200m team swimming,M,Gold,Germany
169,Paris,France,1900,Aquatics,Swimming,"HAINLE, Max",GER,Men,200m team swimming,M,Gold,Germany
170,Paris,France,1900,Aquatics,Swimming,"HOPPENBERG, Ernst",GER,Men,200m team swimming,M,Gold,Germany
171,Paris,France,1900,Aquatics,Swimming,"SCHÖNE, Max",GER,Men,200m team swimming,M,Gold,Germany
172,Paris,France,1900,Aquatics,Swimming,"VON PETERSDORFF, Herbert",GER,Men,200m team swimming,M,Gold,Germany
173,Paris,France,1900,Aquatics,Swimming,BERTRAND,FRA,Men,200m team swimming,M,Silver,France
174,Paris,France,1900,Aquatics,Swimming,CADET,FRA,Men,200m team swimming,M,Silver,France
175,Paris,France,1900,Aquatics,Swimming,"HOCHEPIED, Maurice",FRA,Men,200m team swimming,M,Silver,France
176,Paris,France,1900,Aquatics,Swimming,"HOCHEPIED, Victor",FRA,Men,200m team swimming,M,Silver,France
177,Paris,France,1900,Aquatics,Swimming,VERBECKE,FRA,Men,200m team swimming,M,Silver,France
178,Paris,France,1900,Aquatics,Swimming,"MARTIN, Louis",FRA,Men,4000m freestyle,M,Bronze,France
179,Paris,France,1900,Aquatics,Swimming,"JARVIS, John Arthur",GBR,Men,4000m freestyle,M,Gold,United Kingdom
180,Paris,France,1900,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,4000m freestyle,M,Silver,Hungary
181,Paris,France,1900,Aquatics,Swimming,"LYKKEBERG, Peder",DEN,Men,underwater swimming,M,Bronze,Denmark
182,Paris,France,1900,Aquatics,Swimming,"DE VENDEVILLE, Charles",FRA,Men,underwater swimming,M,Gold,France
183,Paris,France,1900,Aquatics,Swimming,"SIX, André",FRA,Men,underwater swimming,M,Silver,France
184,Paris,France,1900,Aquatics,Water polo,"BURGESS, Thomas",FRA,Men,water polo,M,Bronze,France
185,Paris,France,1900,Aquatics,Water polo,COULON,FRA,Men,water polo,M,Bronze,France
186,Paris,France,1900,Aquatics,Water polo,"DECUYPER, Alphonse",FRA,Men,water polo,M,Bronze,France
187,Paris,France,1900,Aquatics,Water polo,DEVENOT,FRA,Men,water polo,M,Bronze,France
188,Paris,France,1900,Aquatics,Water polo,FARDELLE,FRA,Men,water polo,M,Bronze,France
189,Paris,France,1900,Aquatics,Water polo,FAVIER,FRA,Men,water polo,M,Bronze,France
190,Paris,France,1900,Aquatics,Water polo,"LAUFRAY, Louis",FRA,Men,water polo,M,Bronze,France
191,Paris,France,1900,Aquatics,Water polo,LERICHE,FRA,Men,water polo,M,Bronze,France
192,Paris,France,1900,Aquatics,Water polo,"MARTIN, Louis",FRA,Men,water polo,M,Bronze,France
193,Paris,France,1900,Aquatics,Water polo,"MERCHEZ, Désiré",FRA,Men,water polo,M,Bronze,France
194,Paris,France,1900,Aquatics,Water polo,"PESLIER, Henri",FRA,Men,water polo,M,Bronze,France
195,Paris,France,1900,Aquatics,Water polo,PESLOY,FRA,Men,water polo,M,Bronze,France
196,Paris,France,1900,Aquatics,Water polo,"TREFFEL, Charles",FRA,Men,water polo,M,Bronze,France
197,Paris,France,1900,Aquatics,Water polo,"VASSEUR, Paul",FRA,Men,water polo,M,Bronze,France
198,Paris,France,1900,Aquatics,Water polo,"COE, Thomas",GBR,Men,water polo,M,Gold,United Kingdom
199,Paris,France,1900,Aquatics,Water polo,"DERBYSHIRE, John Henry",GBR,Men,water polo,M,Gold,United Kingdom
200,Paris,France,1900,Aquatics,Water polo,"KEMP, Peter",GBR,Men,water polo,M,Gold,United Kingdom
201,Paris,France,1900,Aquatics,Water polo,"LISTER, William",GBR,Men,water polo,M,Gold,United Kingdom
202,Paris,France,1900,Aquatics,Water polo,"ROBERTSON, Arthur",GBR,Men,water polo,M,Gold,United Kingdom
203,Paris,France,1900,Aquatics,Water polo,"ROBINSON, Eric",GBR,Men,water polo,M,Gold,United Kingdom
204,Paris,France,1900,Aquatics,Water polo,"WILKINSON, George",GBR,Men,water polo,M,Gold,United Kingdom
205,Paris,France,1900,Aquatics,Water polo,"COHEN, Henri",BEL,Men,water polo,M,Silver,Belgium
206,Paris,France,1900,Aquatics,Water polo,"DE BACKER, Jean",BEL,Men,water polo,M,Silver,Belgium
207,Paris,France,1900,Aquatics,Water polo,"DE BEHR, Victor",BEL,Men,water polo,M,Silver,Belgium
208,Paris,France,1900,Aquatics,Water polo,"FEYAERTS, Fernand",BEL,Men,water polo,M,Silver,Belgium
209,Paris,France,1900,Aquatics,Water polo,"GREGOIRE, Oscar",BEL,Men,water polo,M,Silver,Belgium
210,Paris,France,1900,Aquatics,Water polo,"MICHANT, Albert",BEL,Men,water polo,M,Silver,Belgium
211,Paris,France,1900,Aquatics,Water polo,"SONNEMANS, Victor",BEL,Men,water polo,M,Silver,Belgium
212,Paris,France,1900,Archery,Archery,"PETIT, Charles Frédéric",FRA,Men,"au chapelet, 33m",M,Bronze,France
213,Paris,France,1900,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,"au chapelet, 33m",M,Gold,Belgium
214,Paris,France,1900,Archery,Archery,"THIBAUD, Victor",FRA,Men,"au chapelet, 33m",M,Silver,France
215,Paris,France,1900,Archery,Archery,"MERCIER, Emile",FRA,Men,"au chapelet, 50m",M,Bronze,France
216,Paris,France,1900,Archery,Archery,"MOUGIN, Eugène",FRA,Men,"au chapelet, 50m",M,Gold,France
217,Paris,France,1900,Archery,Archery,"HELLE, Henri",FRA,Men,"au chapelet, 50m",M,Silver,France
218,Paris,France,1900,Archery,Archery,"PETIT, Charles Frédéric",FRA,Men,"au cordon doré, 33m",M,Bronze,France
219,Paris,France,1900,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,"au cordon doré, 33m",M,Gold,Belgium
220,Paris,France,1900,Archery,Archery,"THIBAUD, Victor",FRA,Men,"au cordon doré, 33m",M,Silver,France
221,Paris,France,1900,Archery,Archery,"FISSEUX, Emile",FRA,Men,"au cordon doré, 50m",M,Bronze,France
222,Paris,France,1900,Archery,Archery,"HEROUIN, Henri",FRA,Men,"au cordon doré, 50m",M,Gold,France
223,Paris,France,1900,Archery,Archery,"VAN INNIS, Hubert",BEL,Men,"au cordon doré, 50m",M,Silver,Belgium
224,Paris,France,1900,Archery,Archery,"FOULON, Emmanuel",BEL,Men,sur la perche à la herse,M,Gold,Belgium
225,Paris,France,1900,Archery,Archery,"DRUART, Jr.",BEL,Men,sur la perche à la herse,M,Silver,Belgium
226,Paris,France,1900,Archery,Archery,"SERRURIER, Auguste",FRA,Men,sur la perche à la herse,M,Silver,France
227,Paris,France,1900,Archery,Archery,"GLINEUX, Louis",BEL,Men,sur la perche à la pyramide,M,Bronze,Belgium
228,Paris,France,1900,Archery,Archery,"GRUMIAUX, Emile",FRA,Men,sur la perche à la pyramide,M,Gold,France
229,Paris,France,1900,Archery,Archery,"SERRURIER, Auguste",FRA,Men,sur la perche à la pyramide,M,Silver,France
